text,sentiment,label
kakampinks friends asked daw pambanlaw inis eleksyon makinig podcast mga hinayupak nauna akin discord members group since dis week kalerki,Positive,Non-hate
agree testify proper venue guluhin tsimis resulta election ppcrv namfrel mostly kapanalig nagaaudit iyak kayo,Negative,Hate
tsaka bakit parang takot takot kayo vp eh napakalaki lamang niyo diba tho halata naman luto gung lamang tangina pabor pabor sainyo comelec nangawa kayo hindi oag concede vp,Negative,Hate
comelec bakit nag promise kayo walang glitches pero dadaluhin pala mismo mga ballots walang metal boxes mabubulugan.bakit carton boxes naman secured comelec bakit kayo nandadaya wala kayong takot dios pray kastiguhin talaga kayo dios!hu,Negative,Hate
akala tapos akong malungkot nangyari election wala bigla nagflashback lahat balik apartment haha masakit talaga,Negative,Hate
election-related anxiety dalawang pink rallies napuntahan parehong supposed area yung solidarity mararamdaman nakakabigla minsan tapos matatamaan takot tungkol posibleng pagka panalo dictator,Negative,Hate
kami nagsstapler mga peso bills mga papel gulat talaga nung sinabi niya yun hindi illegal yun patuloy natin itotolerate ganitong sistema porke wala kang pera hindi talaga mananalo election,Negative,Hate
parang poot galit palaging naghihintay pagkakataon makakabatikos samantalang karamihan nagmomove katatapos eleksyon plano niyo anim taon kayong magpapakatroll bitch life that's years,Negative,Hate
lahat appointees from comelec supreme court smartmatic why appointing someone para lahat pabor kanila susunod mga uupo kumukuha opinion niyo pero isaksak niyong utak niyong dilis bakit nag aappoint takot,Negative,Hate
galit galit mga kakampwet kayo mananalo onggoy poh election planet apes,Negative,Hate
mga celebrities tahimik this election dahil takot mawalan fans shame selfish galit fans mawawala dn eventually have diff choices pero effect pgmaling tao nanalo has longterm effect,Negative,Hate
sana hindi yung last election meron tayong pres-vp tandem samahan laban,Positive,Non-hate
same feeling after election wala ginawa humiga lng daig yung nagkasakit ospital kusang tumutulo luha wala gana gumalaw puro galit mga walang kwentang butante,Negative,Hate
bitter masyado tsaka yong mga ilang fanatic kulto niyo isip kasi santo niyo ikaw magtiwala kahit galit eleksyon mong itatakwil pagka gets basahin kasi ulit yong post diba matatalino kayong pink,Negative,Hate
tingin kc mga bobotante walang koneksyon eleksyon fanaticism nakikita kong dahilan tingin eleksyon isang araw pagkatapos bilangan wala tuwang tuwa wala silang pake anuman mangyari,Negative,Hate
galit galit nung sinabihan bobo eh with without election totoo,Negative,Hate
irereport palang naubos kasi yung roll tapos hindi maprintan resibo ayaw umalis hanggat walang resibo pero parang yung staff galit sinabihan wala daw magagawa sobrang bulok talaga sistema kaninang umaga nirereklamo,Negative,Hate
normal yata atin lalo nararamdaman natin anxiety habang papalapit election takot natin talaga nagpapabalisa atin dahil ayaw natin mga sinungaling magnanakaw,Negative,Hate
sobrang feeling donbelle pareho taong mga nais namin iboto para daratong halalan leni-kiko belinda mahal,Positive,Non-hate
nalilinawan nagliliwanagan kung bakit ganoon resulta eleksyon kung magiging epekto pangkalahatang plano tapos solusyon patakbuhin kaagad susunod eleksyon sino kayo gagaling talaga contain resbak gigil,Negative,Hate
magpapaprint office warehouse kasi wala akong printer condo pero sina todo express galit results election noong napansin nakapink mask hulaan naging ending,Neutral,Non-hate
nakakakampink shirt what magsoundtrip puro kanta nung rally nakamax volume yung tipong yumayanig kapitbahay para maranasan yung inis tulad nung nagpatugtug puro kanta andrew after election potah,Negative,Hate
ulol majority winner binadura comelec iyak lng mga talunan,Negative,Hate
kasi totoo akala puwedi post mga sensitive pero kayo parang hindi tapos election kayo galit bakit hindi niyo tanongin lutang para magkaalaman,Negative,Hate
grabe literal itinulog buong araw yung lungkot kahsjahsa post-election depression tingz,Negative,Hate
nahiya magpa-election imamanipulate pala ksshsj galit galit galit,Negative,Hate
this election exposed lot behavior galit mga apolitical neutral para katatawanan inyo lahat nangyayari pangalawa kayong mga panatiko pasensya hindi niyo mababago tingin inyo,Negative,Hate
nakakaiyak naman yung nararamdaman dahil conversation namin nina mamu papu about election acckkk,Positive,Non-hate
tatahimik gilid pero yung totoo takot magiging result,Negative,Hate
pucha naman tapos eleksyon maawa naman yung pera pakibalik inis inis sayo sana,Negative,Hate
let's this election philippines ayokong paggising umaga maging pagtulog gabi takot pangamba bumabalot akin ayaw natin lahat kaya your job bansa,Positive,Non-hate
kapal mukha mga tao comelec na-call-out denial internet marami videos pandaraya vote buying wala silang takot matakot galit mga harap harapan ginagawa nilang tanga,Negative,Hate
kaya importante election pumili tamang leader bansa yung takot dios hindi korap hindi goons yung matino pagiisip hindi manloloko respeto kapwa kasi tayong mga kawawa,Neutral,Non-hate
was was galit galit mga resulta eleksyon lahat willing makipag rally edsa,Negative,Hate
galit mama for today's video dahil election,Neutral,Non-hate
that bgy captain napaka discourteous napaka bastos obvious takot nilabas yung malaki nyang tiyan kahit alam nyang video,Negative,Hate
eleksyon takot mahiwalayan tuluyan but seriously was convinced that better than other candidate,Positive,Non-hate
nakakadiri naman sinasakripisyo yung taas propesyon dahil kababawan tapos yung eleksyon bakit parang galit yung mga taga suporta nanalo,Negative,Hate
pareho but this time covid eh paano magproteqta lansangan dahil dayaan kung magdeclare lockdown dami naririnig bigla daw tataas declare daw failure election anubey anxiety,Negative,Hate
pootcha naman tapos eleksyon boto pero bakit ayaw tigilan vpleni kakakalat fake news ganun talaga kalaki galit inggit mga intensyon talaga sirain vp bahala,Negative,Hate
puro kakutchaba supreme court comelec nuon wala mga salot kya iyak kayo after election,Negative,Hate
wala masyado mahigpit comelec daming mga election related offenses pwedeng ibalik kandidato pero kapag pabor kanila maybe kailangan ibalik namfrel role ppcrv navigate parang takot,Negative,Hate
sana hindi nangdaya election dahil kung sakali lumabas bigla ebidensya malawakang dayaan his claim glory would have been wasted wala mababago reputasyon nilang mga marcoses mananatili silang mga magnanakaw katotohanan,Negative,Hate
akala innocent until proven guilty galit kayo kasi kesyo daya raw nakaraan election wala naman kayong patunay but still paniwalang-paniwala kayo nung sinabihan magnanakaw wala patunay pero kayo naniniwala,Negative,Hate
nung election period galit kayo mga fake news peddlers spreaders tapos naman ginagawa niyo yun selective fight natin fake news dis/misinformation,Negative,Hate
naku beri wrong tapos eleksyon nanalo tayong dumagdag pagpapakalat mga fake news baka bumangon bigla hukay frenny matampal kaliwat kanan magising gising kaloka,Negative,Hate
dati mga galit comelec ngaun mga pinklawan hahaha,Positive,Non-hate
ahahaha galit galit teh yung reporters nyan nung eleksyon hahaha panoorin gigil&gt;balita haha,Negative,Hate
sobrang naging event nakakapagod pero malapit eleksyon ilaban natin ipanalo natin,Positive,Non-hate
tanungin ulit after week galit resulta eleksyon,Negative,Hate
kaya level sibling rivalry last election sobrang galit nung huli naging toxic ampalaya bitter,Negative,Hate
eh kayo naman pala yung nakakaalala kapag eleksyon lol gulat lori ihhh tumawag ew,Negative,Hate
alam niyo gaano risky mga lugar wala isang sasakyan dumadaan dito kapag election remember ampatuan massacre yung bomba dito parang fireworks sunod sumasabog kaya kung walang magawa mga watchers ibig sabihin takot silang mamatay,Negative,Hate
marami tayong napaka unproductive after election nahihirapang humanap reason para sumaya,Negative,Hate
yung mga nagka-galit-galit magkapwa-tawad kayo tapos halalan alam yung inyo nagkakasamaan loob loob opisina nagkakaismiran isantabi,Neutral,Non-hate
parang kahit lumipas yung panahaon permanente yung lungkot galit nararamdaman dahil election hindi makakamove malapit nating pag-abot good governance,Negative,Hate
exam season tapos iyak iyak becuz,Negative,Hate
galit eh kahit nanalo election logic escapes,Negative,Hate
gigil sayo pero gigil mga vcm nasisira bigla tapos tagal palitan ayusin comelec,Negative,Hate
for today's vidyowww inaasahan makiki saakin ate gly kagawad huhu malayo election but exited akong maka yung mga team fight para mga leaders for,Positive,Non-hate
pala maging props eleksyon-eleksyonan.sana na-inform kami para hindi aksaya,Negative,Hate
sobrang election nanaginip kagabi kareceive daw ballot nakasulat find value this equation tapos meron find molecular weight h2o shuta nag halo yung takot nung upcat election,Negative,Hate
sobrang takot takot election grabe tangina yung,Negative,Hate
alive alive ulit volleyball community doble bardagulan dahil eleksyon,Positive,Non-hate
galit galit gusto manakit dahil eleksyon muka,Positive,Non-hate
galit galit mga bobo haha ppcrv nag report kalmahan niyo mga bobo,Negative,Hate
alamin dito sino itong female personality sagad galit naging resulta nakaraang eleksyon,Neutral,Non-hate
nanaginip nakaboto election grabe yung stress inis pag-gising bhieeeee,Negative,Hate
realization laking dagdag inis anxiety davao ngayong papalapit eleksyon home base unithieves talaga realidad dito ugh,Negative,Hate
haha padre damaso uubra samin kami maliit kickback paiyak.iyak after election naku kami tatablan nyan ipokrito respect earned pero mauna kayong gawin nanalong kandidato ayaw,Negative,Hate
tawang tawa meeting kasi tapos nagdidiscuss website ambagal magload website web developer namin biibiiem simula nung eleksyon bumagal yung internet yung boss namin kakampink humalakhak bilis transmission votes eh,Positive,Non-hate
skl election sbi undecided kong asawa iboto feeling nanalo cya mgkakaanak tyo then bilangan came ksama lungkot cnbi sknya term uupong pres nko same cnbi kng wala kmi gve,Negative,Hate
grabe post-election anxiety kasi real real talaga grabe dayaan anim taon namang jobless napahiya recounts putang galit puyat puyat dahil rally for today's videeeo putanginaaaaaa,Negative,Hate
kahit yata langit galit kapalpakan comelec,Negative,Hate
pre trial talaga yung weeks election break talagang week bakasyon opo iyak malala cram next week opo,Negative,Hate
takot,Negative,Hate
umuwi eleksyon charot,Positive,Non-hate
kala nako iiyak dahil election nagkwento tong isaac background badtrip kawawang iyak nanaman,Negative,Hate
lol meeting about election pero mga pala tao dito yuck,Negative,Hate
aminado naman galit eleksyon pero hindi nagtatampo lalo katulad n'yang panatiko bakit magtatampo kung alam naman sarili tumindig syempre galit talaga lalo sa'yo vebs,Negative,Hate
i'm not sure kung galit bitter mga artista kasi natalo yung kandidato galit kasi epek mga botante pagiging artista matter how many followers artista have their socmed accounts this election proved that has,Neutral,Non-hate
sobrang tuwa mga kaibigan kong patuloy naninindigan kahit oppressed families studies tapos dumadagdag tong mga anumalya eleksyon sobrang proud akong i'm around these righteous peeps iloveyouall,Positive,Non-hate
yaman lamang pinagyabang malinis comelec nung panahon bakit nagtatago andymatic pasurrender umalis tapang twitter pero takot naman umuwi,Negative,Hate
lungkot talaga feel daming panahong nawala sakin sana inaalay paghahouse house hahahhahhshshshahahahahahaha bakit kasi sumakto pagiging third year eleksyon,Negative,Hate
bigla nacurious yung mga bashers dati niyang bashers nag bandwagon dahil election,Neutral,Non-hate
huwag tayong magtaka kung ba't toxic socmeds especially when talking about politics/election paano kang hindi paliliwanagan kung puro galit paano makikita yung magagandang nagawa kung ayaw mong makita nagstick fact-checking not bad,Neutral,Non-hate
election starting day's hope filipino's vote for who help our economy grow wala sanang papauto paiyak iyak mabubulaklak salita mga politicians mapa local national,Positive,Non-hate
yung papa supporter used for government alam nya talaga galawan loob lalo customs sobrang when messaged basta before election,Positive,Non-hate
bigla bigla talagang naiiyak nakasalalay talaga resulta eleksyon lahat ulit para para inang bukas,Positive,Non-hate
ma'am akala mag-move election bakit parang lalim galit mga studyanteng truth naman,Negative,Hate
pinipilit tao bigla iboboto duh purpose election campaign masama bawal even know how politics works anti vico fyi point naman tgla,Negative,Hate
sayo nanggaling kakie its not about election means pagtakbo tatay not about betterment this country but only fight ganyan kayo kadesperado itinatago kayong bangkay takot kayo mabunyag kapag pangulo,Negative,Hate
pinanalo comelec yung manok years tapos galit kayo kanila lol,Negative,Hate
tangina comelec sobrang gigil napaluwas napaka,Negative,Hate
nagkaroon mirakol bigla,Neutral,Non-hate
unfriend tapos bigla kang add after election nope,Negative,Hate
patuloy para poot galit tao inyo mawawala kapag malapit naman halalan magpakabait kayo alam naming mga ipokrito kayo undergrad your,Negative,Hate
